Name,Name 2,2008 Wreck ID,Latitude,Longitude,Geo Q,Start Date,End Date,Date Q,Depth,Depth Q,Year Found,Year Found Q,Cargo 1,Type 1,Cargo 2,Type 2,Cargo 3,Type 3,Other Cargo,Gear,Estimated Capacity,Comments,Length,Width,Size estimate Q,Parker reference,Bibliography and notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tantura Arab,,895,32.600,34.900,,700,900,ca,,shallow,,,amphoras,,,,,,,,,"Amphoras were found amidships and are basis for date.  Not clear if this wreck is related to any of the other Tantura/Dor wrecks, but authors remarked it was the last to be found among the 9 wrecks in the lagoon and was not excavated until 1999, which would suggest this is not a duplicate of any of the other wrecks.  Authors do not specify a precise wreck number or ID.",,,,,"J.G. Royal 2006, 3-11; J.G. Royal 2006, 195-217; J. Leidwanger 2007, 308-316.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tantura lagoon A (Dor J),Dor J,896,32.610,34.916,,500,600,ca,,shallow,,,amphoras,LR5 (Byzantine bag shaped),ceramic,sherds glued to the hull with resin,,,,stone anchor,,"25% hull of small coaster; 14C dates wreck to C6; ballast, keel, post, stakes, frames, nail and bolt attachments, caulking in seams. 7 other shipwrecks, one Roman, another a ?galley, not precisely dated are in the same area. 14C dated according to BAR publication",12.0,,,,"G. Dahl 1915; S. Wachsmann and K. Raveh 1984, 223-241; E. Stern 1993, 22-31, 76,78; E. Stern 1993, 18-29; E. Stern 1993, 38-49; J.R. Steffy 1994; E. Stern 1994; B.M. Bryant 1995, 18-19; Y. Carmi and D. Segal 1995, 12; W.H. Charlton 1995, 17; Y.Kahanov and S. Breitstein 1995; Y. Kahanov and S. Breitstein 1995, 9-13; P. Sibella 1995, 13-16; P. Sibella 1995, 19-20; S. Wachsmann 1995; S. Wachsmann 1995, 3-20; Y. Kahanov and J.G. Royal 1996, 21-23; S. Wachsmann 1996, 17-21; S. Wachsmann 1996, 19-23; “Field Notes” 1997, 103-109; P. Sibella 1997, 16-18; S. Wachsmann and Y. Kahanov 1997, 3-18;  S. Wachsmann, Y. Kahanov, and J. Hall 1997, 3-15; S. Kampbell 2006, 7-10; S. Kingsley 2002, 4; S. Kingsley 2004, 39.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tantura Lagoon B,,897,32.610,34.916,,800,850,,,,,,lamps,Abbasid-period oil lamp,,,,,,"rigging elements, rope",,C14 (680-850AD) done in the vicinity but not clear from which of the 7 wrecks the sample came from. Dendro is problematic,30.0,,ca,,"G.F. Bass 1963, 138-156; G.F. Bass 1975; G.F. Bass and F.H. van Doorninck 1982; P. Throckmorton 1987; F.H. van Doorninck Jr. 1997, 105-120; S. Wachsmann, Y. Kahanov, and J. Hall 1997,13-15; S. Kingsley 2004, 39.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tantura Lagoon E,,898,32.600,34.900,,550,650,,3.0,,,,,,,,,,,,,Dating by C14,,,,,"S. Kampbell 2006, 7-10; O. Barkai and Y. Kahanov 2007, 21-31.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tantura Lagoon F,,899,32.600,34.900,,700,750,ca,1.0,,,,amphoras,"8 some similar to Yassiada (LR1, but one handle)",ceramic,"20 for storage (with fish bone remnants) similar to Cesarea stratum 8, Pella, Jordan, Israeli coast from C7",ceramic,2 juglets similar to ones found at Kellia and Nile delta from C7,,"two anchors, rope, reed, wooden spoon, bone needle; fish bones and food remnants (olive pits from central mountains of Israel).",,"70m offshore. Dating by 14C (wood is tamarix, pinus brutia, pinus nigra; tamarix from mod. Turkey)",12.0,3.5,ca,,"S. Kampbell 2006, 7-10; O. Barkai and Y. Kahanov 2007, 21-31.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiel 1,,913,51.900,5.417,,900,1000,ca,,silted,,,,,,,,,,,,"Cargo, sailed? oak vessel, type ""Utrecht 3.""  Part of ship was used as revetment. Claims precise date of 980 on database but no evidence provided.",,,,,"Navis I, Tiel 1, #62; K. Vlierman 1996.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiel 2,,914,51.900,5.417,,900,1000,ca,,silted,,,,,,,,,,,,"Cargo sailed? oak vessel.  Part of Ship used as rivetment. Claims precise date of 991, but no evidence provided.",,,,,"Navis I, Tiel 2, #63; K. Vlierman 1996.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiel 3,,915,51.900,5.417,,1000,1100,ca,,silted,,,,,,,,,,,,"Cargo, ""Nordic"" type oak vessel, sailed. claims a precise date of 1008 on db, but no evidence provided.",,,,,"Navis I, Tiel 3, #64; K. Vlierman 1997",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tune,,938,59.200,11.283,ca,910,910,,,silted,,,,,,,,,,,,Dating based on dendro. Military oared/sailed Nordic oak and pine ship. Later used as a burial ship.  Found in a mound on a farm.,20.0,4.4,,,"Navis I, Tune, #183; Shetelig 1917; A.W. Brøgger and H. Shetelig 1951; S. Marstrander 1973, 26-38; A.E. Christensen 1980; N. Bonde and A.E. Christensen 1993, 575-583; N. Bonde 1994; A. Sinclair, E. Slater, and J. Gowlett 1997.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utrecht 1,,945,52.083,5.133,,998,998,,,silted,,,,,,,,,,,,"Dating based on oak dendro dates.  Cargo, large sailed vessel.",,,,,"Navis I, Utrecht 1, #66; E. von der Porten 1963; Philipsen 1965; D. Ellmers 1972, 292-293; T. Hoekstra 1975, 390-391; Hoekstra 1976; M.D. de Weerd 1987, 147-169; R. Vlek 1987; M.D. de Weerd 1991, 5-16; M.D. de Weerd 1991, 28-31; F.M. Hocker 1997, 435; K. Vlierman 1997, 88-91.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utrecht 2,,946,52.083,5.133,,1100,1200,ca,,silted,,,,,,,,,,,,"Type is ""Utrecht 1"" in medieval context. Sailed? oak and pine vessel",13.0,3.0,,,"Navis I, Utrecht 2, #67; E. von der Porten 1963; J. Philipsen 1965; D. Ellmers 1972, 292-293; T. Hoekstra 1975, 390-391; T. Hoekstra 1976; M.D. de Weerd 1987, 147-169; R. Vlek 1987; M.D. de Weerd 1991; M.D. de Weerd 1991, 28-31; F.M Hocker 1997, 435; K. Vlierman 1997, 88-91.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utrecht 3,,947,52.083,5.133,,1198,1010,ca,,silted,,,,,,,,,,,,"Oak sailed? Cargo vessel in medieval context. Dating method not specified on Navis db, but range given between 998 and 1010 suggesting dendro.",,,,,"Navis I, Utrecht 3, #68; E. von der Porten 1963; J. Philipsen 1965; D. Ellmers 1972; 292-293; T. Hoekstra 1975, 390-391; T. Hoekstra 1976; M.D. de Weerd 1987.147-169; R. Vlek 1987; M.D. de Weerd 1991, 5-16; M.D. de Weerd 1991, 28-31; F.M.Hocker 1997, 435; K. Vlierman 1997, 88-91.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utrecht 4,,948,52.083,5.133,,0,0,,,silted (?),,,,,,,,,,,,"Oak cargo vessel in medieval context. No dating info provided in db. Construction similar to previous Utrecht types (shell first, clinker; rivet).",,,,,"Navis I, Utrecht 4, #69; E. von der Porten 1963; J. Philipsen 1965; D. Ellmers 1972, 292-293; T. Hoekstra 1975, 390-391; T. Hoekstra 1976; M.D. de Weerd 1987, 147-169; R. Vlek 1987; M.D. de Weerd 1991, 5-16; M.D. de Weerd 1991, 28-31; F.M. Hocker 1997, 435; K. Vlierman 1997, 88-91.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utrecht 5,,949,52.083,5.133,,1100,1200,ca,,silted,,,,,,,,,,,,"Oak sailed? cargo vessel,  Utrecht 1 type.  No precise dating available on db.",,,,,"Navis I, Utrecht 5, #70; E. von der Porten 1963; J. Philipsen 1965; D. Ellmers 1972, 292-293; T. Hoekstra 1975, 390-391; T. Hoekstra 1976; M.D. de Weerd 1987,147-169; R. Vlek 1987; M.D. de Weerd 1991, 5-16; M.D. de Weerd 1991, 28-31;   F.M. Hocker 1997, 435;  K. Vlierman 1997, 88-91.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wismar-Wendorf,,971,53.906,11.441,,1476,1476,,1.5,,,,metal,"tin plates, tin sculpture of three communion wafers with images of pilgrims",,,,,,"stove w/ bricks, board game",,dendro dated; wood from area around Riga.,18.0,7.0,ca,,T. Förster 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woerden 2,,973,52.083,4.900,,0,0,,,silted,1988,,,,,,,,,,,"Roman river boat similar to Woerden 1, oak sailed vessel in Roman context. No dating in db.",20.0,3.1,,,"Navis I, Woerden 2, #14; M.D. de Weerd 1988, 148-155; M.D. de Weerd 1990, 75; L.T. Lehmann 1991, 24-27; S. McGrail 1995, 139-145; J.K. Haalebos, C. van Driel Murray, and M. Neyses 1996, 498-499.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woerden 3,,974,52.083,4.900,,100,300,ca,,silted,1988,,,,,,,,,,,"Dating apparently based on ceramics. Sailed Zwammerdam 3 type oak vessel, working boat?, in Roman context.",12.0,1.3,,,"Navis I, Woerden 3, #15; M.D. de Weerd 1988, 148-155; M.D. de Weerd 1990, 75; L.T. Lehmann 1991, 24-27; J.K. Haalebos, C. van Driel Murray, and M. Neyses 1996, 498-499; S. McGrail and O. Roberts 1999, 139-145.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woerden 5,,975,52.083,4.900,,1,100,ca,,silted,1998,,,,,,,,,,,"Dating apparently based on ceramics. Towed Zwammerdam 5-type oak vessel, fishing boat, in Roman context; later reused as a fishwell.  Discovered 1998. For a possible fourth Roman wreck, see Haalebos et al 1996, 499.",,0.5,,,"Navis I, Woerden 5, #96.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woerden 6,,976,52.083,4.900,,200,300,ca,,silted,,,,,,,,,,,,"Unpublished because of sudden death of excavator (J.-K. Haalebos).  Possibly part of Woerden 2 b/c of proximity.  Recovered fragment is 80 cm x 1.3m prow block of an oak, sailed, Roman cargo ship. Shows many similarities with De Meern 1. Dating based apparently on ceramics, according to db data.",,,,,"Navis I, Woerden 6, #97.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
W-Sinop A,,977,42.197,34.750,,300,599,ca,101.0,,,,amphoras,"Carrot shaped, Byz  4th-5th c. ( particular of Sinop)",,,,,,,,Survey. No dating beyond amphora types.,20.0,10.0,ca,,"C. Ward 2001, 15; C. Ward and R.D. Ballard 2004, 2-13.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
W-Sinop B,,978,42.197,34.750,,300,599,ca,85.0,,,,amphoras,"LR1 (like Yassiada) and Carrot shaped, Byz  4th-5th c. (particular of Sinop)",,,,,,,,Survey. No dating beyond amphora types.,24.0,12.0,ca,,"C. Ward 2001, 15; C. Ward and R.D. Ballard 2004, 2-13.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
W-Sinop C,,979,42.197,34.750,,300,599,ca,85.0,,,,amphoras,"Carrot shaped, Byzantine  4th-5th c. (particular of Sinop)",,,,,,,,Survey. No dating beyond amphora types.,,,,,"C. Ward and R.D. Ballard 2004, 2-13.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
W-Sinop D,,980,42.197,34.750,,410,520,,320.0,,,,ceramic,one ancient jug,,,,,,"wooden mast 11m completely preserved most likely for lateen sail, pins",,"Survey 14C date= 1610±40 (Beta-147532) calibrated to 410-520 AD from fir wood, from rudder support. Other wood also oak. Much of the hull is intact thanks to deep conditions. 25 km N of Sinop.  No evidence of how it was put together.",13.0,,ca,,"C. Ward and R.D. Ballard 2004, 2-13.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xanten Lower Rhine,,981,51.650,6.433,,600,950,ca,,silted,,,,,,,,,,,,"Survey. ""Carolingian riverboat,"" published in survey news along with the other Xanten boats.  The Carolingian boat was mentioned in passing.",,,,,"H. Schlichtherle and W. Kramer 1996, 146.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xanten-Lüttingen,,982,51.650,6.433,,275,275,,,silted,,,,,,,,,,,,Dating based on oak dendro dates. Cargo vessel. Roman context,35.0,4.9,,,"Navis I, Xanten-Luettingen, #123; W. Böcking 1996, 209-215; H. Schlichtherle and W. Kramer 1996, 141-151.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xanten-Wardt,,983,51.650,6.433,,1,100,,,silted,,,,,,,,,,,,"Dating based on dendro. Cargo vessel, Roman context",,,,,"Navis I, Xanten-Wardt, #124; W. Böcking 1996, 209-215; H. Schlichtherle and W. Kramer 1996, 141-151.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yenikapı 1,,989,41.005,28.950,,900,900,ca,,silted,,,,,,,,,,,,heavily pitched inside and outside,,,,,"J.P. Delgado 2007, 8-11; C. Pulak 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yenikapı 10,,990,41.005,28.950,,400,1400,ca,,silted,,,,,,,,,,,,"heavily pitched inside and out, shell construction",,,,,"J.P. Delgado 2007, 8-11; C. Pulak 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yenikapı 11,,991,41.005,28.950,,400,1400,ca,,silted,,,,,,,,,,,,"heavily pitched inside and out, shell construction",,,,,"J.P. Delgado 2007, 8-11; C. Pulak 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yenikapı 12,,992,41.005,28.950,,400,1400,ca,,silted,,,,,,,,,,,,"heavily pitched inside and out, shell construction",,,,,"J.P. Delgado 2007, 8-11; C. Pulak 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yenikapı 13,,993,41.005,28.950,,400,1400,ca,,silted,,,,,,,,,,,,"heavily pitched inside and out, shell construction",,,,,"J.P. Delgado 2007, 8-11; C. Pulak 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yenikapı 14,,994,41.005,28.950,,400,1400,ca,,silted,,,,,,,,,,,,"heavily pitched inside and out, shell construction",,,,,"J.P. Delgado 2007, 8-11; C. Pulak 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yenikapı 15,,995,41.005,28.950,,400,1400,ca,,silted,,,,,,,,,,,,"heavily pitched inside and out, shell construction",,,,,"J.P. Delgado 2007, 8-11; C. Pulak 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yenikapı 16,,996,41.005,28.950,,400,1400,ca,,silted,,,,,,,,,,,,"heavily pitched inside and out, shell construction",,,,,"J.P. Delgado 2007, 8-11; C. Pulak 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yenikapı 17,,997,41.005,28.950,,400,1400,ca,,silted,,,,,,,,,,,,"heavily pitched inside and out, shell construction",,,,,"J.P. Delgado 2007, 8-11; C. Pulak 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yenikapı 18,,998,41.005,28.950,,400,1400,ca,,silted,,,,,,,,,,,,"heavily pitched inside and out, shell construction",,,,,"J.P. Delgado 2007, 8-11; C. Pulak 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yenikapı 19,,999,41.005,28.950,,400,1400,ca,,silted,,,,,,,,,,,,"heavily pitched inside and out, shell construction",,,,,"J.P. Delgado 2007, 8-11; C. Pulak 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yenikapı 2,,1000,41.005,28.950,,400,1400,ca,,silted,,,,,,,,,,,,"galley - heavily pitched inside and out, shell construction",,,,,"J.P. Delgado 2007, 8-11; C. Pulak 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yenikapı 20,,1001,41.005,28.950,,400,1400,ca,,silted,,,,,,,,,,,,"heavily pitched inside and out, shell construction",,,,,"J.P. Delgado 2007, 8-11; C. Pulak 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yenikapı 21,,1002,41.005,28.950,,400,1400,ca,,silted,,,,,,,,,,,,"heavily pitched inside and out, shell construction",,,,,"J.P. Delgado 2007, 8-11; C. Pulak 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yenikapı 22,,1003,41.005,28.950,,400,1400,ca,,silted,,,,,,,,,,,,"heavily pitched inside and out, shell construction",,,,,"J.P. Delgado 2007, 8-11; C. Pulak 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yenikapı 23,,1004,41.005,28.950,,400,1400,ca,,silted,,,,,,,,,,,,"heavily pitched inside and out, shell construction",,,,,"J.P. Delgado 2007, 8-11; C. Pulak 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yenikapı 24,,1005,41.005,28.950,,400,1400,ca,,silted,,,,,,,,,,,,"heavily pitched inside and out, shell construction",,,,,"J.P. Delgado 2007, 8-11; C. Pulak 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yenikapı 25,,1006,41.005,28.950,,400,1400,ca,,silted,,,,,,,,,,,,"heavily pitched inside and out, shell construction",,,,,"J.P. Delgado 2007, 8-11; C. Pulak 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yenikapı 26,,1007,41.005,28.950,,400,1400,ca,,silted,,,,,,,,,,,,"heavily pitched inside and out, shell construction",,,,,"J.P. Delgado 2007, 8-11; C. Pulak 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yenikapı 27,,1008,41.005,28.950,,400,1400,ca,,silted,,,,,,,,,,,,"heavily pitched inside and out, shell construction",,,,,"J.P. Delgado 2007, 8-11; C. Pulak 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yenikapı 3,,1009,41.005,28.950,,400,1400,ca,,silted,,,,,,,,,,,,"heavily pitched inside and out, shell construction",,,,,"J.P. Delgado 2007, 8-11; C. Pulak 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yenikapı 4,,1010,41.005,28.950,,400,1400,ca,,silted,,,,,,,,,,,,"heavily pitched inside and out, shell construction",,,,,"J.P. Delgado 2007, 8-11; C. Pulak 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yenikapı 5,,1011,41.005,28.950,,900,1000,ca,,silted,,,,,,,,,,,,"heavily pitched inside and out, shell construction",,,,,"J.P. Delgado 2007, 8-11; C. Pulak 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yenikapı 6,,1012,41.005,28.950,,600,700,ca,,silted,,,,,,,,,,,,"galley - heavily pitched inside and out, shell construction",,,,,"J.P. Delgado 2007, 8-11; C. Pulak 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yenikapı 7,,1013,41.005,28.950,,400,1400,ca,,silted,,,,,,,,,,,,"galley - heavily pitched inside and out, shell construction",,,,,"J.P. Delgado 2007, 8-11; C. Pulak 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yenikapı 8,,1014,41.005,28.950,,400,1400,ca,,silted,,,,,,,,,,,,"heavily pitched inside and out, shell construction",,,,,"J.P. Delgado 2007, 8-11; C. Pulak 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yenikapı 9,,1015,41.005,28.950,,400,1400,ca,,silted,,,,,,,,,,,,"heavily pitched inside and out, shell construction",,,,,"J.P. Delgado 2007, 8-11; C. Pulak 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwammerdam 7,,1033,52.117,4.733,,100,300,ca,,silted,,,,,,,,,,,,Dating based on stratigraphy.  Oak cargo vessel in Roman context.,5.2,1.2,,,"Navis I, Zwammerdam 7, #82; F.P Arata 1993, 131-151; R. D’Oriano and E. Riccardi 2004, 89-95.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pointe de la Luque 2,,1034,43.271,5.309,,200,400,,40.0,,,,,,,,,,,,,"preserved part of hull; keel; 3 deck strips,",20.0,6.0,,,"J.P. Clerc and J.C. Negrel 1973, 61-71.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marsaskala,,1035,35.875,14.568,,475,525,,8.0,,,,amphoras,mostly LR1,amphoras,large African,ceramic,sigillata,,,,"Homogenous deposit in the port, possibly wrecked cargo or port dump (i.e. not a wreck)",,,,,"A.D. Atauz and J. McManamon 2001, 22-28.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olbia R10,,1036,40.917,9.500,,1400,1500,,,,,,,,,,,,,,,Pisan? Brief mention.,,,,,"R. D’Oriano and E. Riccardi 2004, 89-95.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Çamaltı Burnu 1,,1037,40.618,27.542,,1200,1300,,26.0,ca,,,amphoras,Günsenin 4 of varying sizes (17-115 l) Greek monograms; some Günsenin 3; about 200 amphoras visible,metal,scrap - 30 broken anchors,,,,"jars cooking pots glazed plates, sgraffito plate and cup",,scattered small fragments of hull,,,,,"http://www.nautarch.org/ ; N. Günsenin 1999, 18-23; N. Günsenin 2002, 125-135.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Çamaltı Burnu 2,,1038,40.618,27.542,,1200,1300,,40.0,ca,,,amphoras,Günsenin type 1,,,,,,,,,,,,,"http://www.nautarch.org/ ; N. Günsenin 1999, 18-23; N. Günsenin 2002, 125-135.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ocaklar Burnu,,1039,40.618,27.542,,1000,1100,,33.0,ca,,,amphoras,Günsenin type 1,,,,,,,200 tons (?),21000 amphoras? Estimated cargo of 200 tons? Possibly a barge?,40.0,20.0,,,"http://www.nautarch.org/ ; N. Günsenin 1999, 18-23; N. Günsenin 2002, 125-135.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tekmezar 1,,1040,40.618,27.542,,1000,1100,,40.0,ca,,,amphoras,Günsenin type 1,,,,,,,,,,,,,"http://www.nautarch.org/ ; N. Günsenin 1999, 18-23; N. Günsenin 2002, 125-135.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tekmezar 2,,1041,40.618,27.542,,1000,1100,,33.0,ca,,,amphoras,about 3000 Günsenin type 1,,,,,,,,,,,,,"http://www.nautarch.org/ ; N. Günsenin 1999, 18-23; N. Günsenin 2002, 125-135.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kocayemişlik,,1042,40.618,27.542,,1000,1100,,25.0,,,,amphoras,Günsenin type 1,,,,,,,,,,,,,"http://www.nautarch.org/ ; N. Günsenin 1999, 18-23; N. Günsenin 2002, 125-135.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anataş Adacık,,1043,40.618,27.542,,1000,1100,,35.0,,,,amphoras,Günsenin type 1,,,,,,,,,,,,,"http://www.nautarch.org/ ; N. Günsenin 1999, 18-23; N. Günsenin 2002, 125-135.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuyu Burnu,,1044,40.618,27.542,,1,700,,25.0,,,,tiles,roofing,,,,,,,,"Anchors seem Roman to Van Doorninck: Günsenin 2002, 129n8",,,,,"http://www.nautarch.org/ ; N. Günsenin 1999, 18-23; N. Günsenin 2002, 125-135.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Küçük Ada,,1045,40.628,27.584,,600,700,,28.0,,,,ceramic,"""water pipes""",,,,,,,,"An associated amphora could indicate C8: Günsenin 2002, 129",,,,,"http://www.nautarch.org/ ; N. Günsenin 1999, 18-23; N. Günsenin 2002, 125-135.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taşada,,1046,40.628,27.584,,1000,1100,,22.0,,,,amphoras,Ganos (Günsenin type ?),,,,,,,,,,,,,"http://www.nautarch.org/ ; N. Günsenin 1999, 18-23; N. Günsenin 2002, 125-135.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eşek Adaları,,1047,40.639,27.635,,1000,1100,,22.0,,,,amphoras,Ganos (Günsenin type ?),,,,,,,,,,,,,"N. Günsenin 1994, 208.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Çıhlı Burnu,,1048,40.601,27.606,,600,700,,30.0,,,,amphoras,"globular ""like Yassi Ada"", i.e. LRA2",,,,,,,,,,,,,"N. Günsenin 1997, 97-106.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ekinlik Adası,,1049,40.601,27.606,,500,600,?,15.0,ca,,,marble,architectural elements: columns etc.,,,,,,,,,,,,,"http://www.turkiye-wrecks.com/bilinmeyen.html ; N. Günsenin 1998, 295-305; http://batiklar.tr.gg/Ekinlik-Adas%26%23305%3B-Bat%26%23305%3Bklar%26%23305%3B.htm",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krefeld Gellep 1,Krefeld a,1050,51.337,6.680,,1000,1400,,,silted,,,,,,,,,,keelboard? Found in same layer as boat,,website picture shows it with C13-14 date,14.5,,,,http://www.archaeologie-krefeld.de/news/SchiffeMittelalter/schiff3karolinger.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krefeld Gellep 2,Krefeld b,1051,51.336,6.679,,950,1010,,,silted,,,,,,,,,,pulley,4 tons,"14C plus a dendrodate, found 1973 10m under ground outside of Roman port; type of punt; German ""Oberländer""; small size and pulley for net on stern frame could indicate fishing boat; estimated 4 ton cargo capacity",5.9,2.0,,,http://www.archaeologie-krefeld.de/news/SchiffeMittelalter/schiff3karolinger.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krefeld Gellep 3,Krefeld c,1052,51.335,6.683,,800,800,?,,silted,,,ceramic,Kügeltopf,,,,,,knee and bottom of tow mast; caulking pegs; app fitting for stern oar,ca. 8-9 tons,dated by pot; found inside Roman harbor; caulked with moss; draft 0.4 m; capacity of ca. 8-9 tons,16.0,,ca,,http://www.archaeologie-krefeld.de/news/SchiffeMittelalter/schiff3karolinger.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Port-la-Nautique,,1053,43.152,3.008,,0,0,,,silted,2000,,,,,,,,,,,hull fragments in silted up harbor that was active C1 BC-C1 AD,,,,,"S.D. Muller 2004, 345.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandria late Roman,,1054,31.218,29.887,,400,700,,,,2004,ca,amphoras,LRA1,,,,,,,,brief mention; covered with coral; <20 m; cargo of LRA1,,,,,"L. Pantalacci 2005, 427.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yılanlı Ada,Erkut Arcak,1055,36.141,33.345,,500,700,,55.0,,2002,,amphoras,LRA1,,,,,,,,>60 amphoras,,,,,V. Evrin and et al. 2005.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dana Adası,,1056,36.183,33.753,,0,0,,,,2006,,amphoras,,,,,,,,,heavily looted,,,,,Ç. Toskay-Evrin and V. Evrin 2006.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boğsak,,1057,36.272,33.825,,1,200,,,,2006,,amphoras,Dr2-4,ceramic,plates and bowls,ceramic,"""silo-like large vessels""",,,,also Roman cooking pots,,,,,Ç. Toskay-Evrin and V. Evrin 2006.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudak 1,,1058,44.826,34.919,,800,900,,,,1999,,amphoras,Günsenin 1,amphoras,Günsenin 2,amphoras,"""pitcher amphoras"" - naphta?",,anchor,,"Amphoras have grafitti; anchor type is early: Kapitän D, hence they date wreck C9",,,,,"S.M. Zelenko 2001, 82-92.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
